term,course,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17_charge,q17,q18_charge,q18,q19_charge,q19
16-17_FA,MA241,5,5,5,3,4,4,5,,3,4,4,5,5,4,5,5,3,He is excellent at the subject and very good at teaching it in a way that I can understand it.,0,,0,
16-17_FA,MA241,5,4,2,3,3,4,3,3,,3,3,4,4,4,4,3,0,,0,,0,
16-17_FA,MA241,5,2,3,2,3,4,4,5,,4,5,5,5,5,5,4,0,,0,,0,
16-17_FA,MA241,5,5,5,2,5,5,5,5,3,5,5,5,5,5,5,5,2,Taught the subject clearly and provided helpful examples to challenge us and also to learn the subject better.,0,,0,
16-17_FA,MA241,5,5,4,4,5,5,5,5,3,5,5,5,5,5,5,5,2,His overall knowledge of the subject and his personability were very helpful.,0,I don't know,0,
16-17_FA,MA241,5,5,5,4,5,5,5,5,3,5,5,5,5,5,5,5,0,,0,,0,
16-17_FA,MA241,5,4,3,3,4,5,5,5,3,5,5,5,5,5,5,5,0,,0,,0,
16-17_FA,MA241,5,3,2,1,3,5,5,5,5,5,5,5,5,5,5,3,0,,0,,0,
16-17_FA,MA241,5,3,4,2,3,5,4,4,,4,5,5,3,5,5,4,2,Keeping the class interested and engaged while making occasional funny side notes or stories to reengage and relieve stress in the classroom after several students have fallen away from not understanding or confusion.,-1,Possibly use more layman's terms when talking about the process or the steps needed to take. Also when step skipping possibly more verbal instruction at what was done.,0,
16-17_FA,MA241,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,,0,,0,
16-17_FA,MA241,5,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,2,Ability to answer student questions clearly and concise.,-1,"Class problems given- for examples and problems done in class, they should be more similar to questions that will appear on quizzes and exams.",0,
16-17_FA,MA241,5,3,3,1,3,4,4,5,4,4,5,5,5,5,5,4,0,,0,,0,
16-17_FA,MA241,5,3,4,2,4,5,5,5,,5,5,5,5,5,5,5,2,"His ability to take student input when asking a question, tell them if its right or wrong, and explain why.",0,"Honestly, little areas need improvement but if there was one that could be practiced more, it would be explaining the steps taken when solving a complex problem.",3,"Overall, an excellent professor. I will be taking his class again next semester."
16-17_SP,MA242,5,4,3,3,3,5,3,5,,5,5,5,5,5,5,5,3,This man is an absolute mathematical genius. Also extremely hilarious.,-2,"I feel that, rather than having the philosophy of ""the students should already be fluent in this or that, so I'll just skip 10 steps while doing this example"", I'd prefer to see examples FULLY worked out, step by step, and fully explained how you get from one step to the next. It makes it difficult to follow along and really understand when I get behind because I'm trying to accomplish the 10 steps you skipped rather than listen to your explanation of the later parts of the example.",2,"Excellent professor, just needs to slow down and explain in further detail, even when it comes to seemingly simple procedures. Not everyone thinks as fast as you."
16-17_SP,MA242,5,4,5,4,5,5,5,5,3,4,5,5,5,5,5,5,0,,0,,0,
16-17_SP,MA242,5,4,4,3,4,5,5,5,5,5,5,5,5,5,5,5,0,,0,,0,
16-17_SP,MA242,5,3,3,3,4,5,5,5,3,4,4,5,5,5,5,5,3,Very good presentation structure that greatly aid understanding of the material and allow for notes to be taken that can be referenced to refine the understanding of the material. Additionally I feel that his being very personable aided his ability to connect the students to the material and the class.,0,,0,
16-17_SP,MA242,5,3,4,3,3,4,4,4,,4,5,5,4,4,5,5,0,,0,,0,
16-17_SP,MA242,5,4,4,3,4,5,5,5,,4,3,5,5,4,5,5,3,He is very knowledgeable when it comes to calculus and he is very good at teaching it. His material in class help when doing the homework and the lecture docs are a very good study tool for the tests.,1,"For me, he teaches very well. I cannot think of any way to improve this course.",0,
16-17_SP,MA242,5,4,4,3,5,5,5,5,,5,5,5,5,5,5,5,3,"Dr. Briggs is always ready to help answer any questions and concerns, and he always makes lectures fun and engaging for everyone in the room.",0,,3,Dr. Briggs is a fantastic instructor and a great person. He always makes the class fun to attend and he gets to know students personally.
16-17_SP,MA242,5,4,4,2,4,5,5,5,,3,5,5,5,5,5,5,3,Dr. Briggs was amazing at showing us how to do problems. He was also able to give us plenty of assistance and his Thursday practices were very helpful.,0,"On the Thursday practices, it feels that he gives us too much time to do problems which results in waiting for him to go over said problems.",0,
16-17_SP,MA242,5,4,3,2,3,5,4,4,3,4,4,4,5,5,5,4,3,He definitely knows what he is teaching and how to effectively convey ideas to students,-1,He has a tendency to move a little too quickly at times,0,
16-17_SP,MA242,5,4,4,3,3,5,4,4,2,4,4,5,5,4,5,5,0,,0,,0,
16-17_SP,MA242,5,3,3,3,4,4,4,4,1,5,5,5,5,5,5,4,0,,-1,Homework did not help with learning the material.,0,
16-17_SP,MA242,5,3,3,3,4,5,5,4,4,5,5,5,5,5,5,4,3,"Just like last semester I feel that Dr. Briggs is a very good teacher. He is amazingly organized, never comes without stuff to do in class and can always answer questions. I like how we get the list of questions to practice from beforehand and how many office hours Dr. Briggs holds. He is very good at organizing his thoughts on the white board and makes class fun.",0,"There isn't really a specific thing I would change. Even though I will probably end up with a C in the class, I think it was just because I still don't know how to prepare myself for math exams. It seems that most of the class does about the same or better than me, which is probably how it should be. I guess the only thing that is a little annoying is how many homework problems we have during some weeks. We had 80+ points worth of problems due on the day of the last test, which meant I couldn't focus as much on the test during the week leading up.",0,
16-17_SP,MA242,5,3,2,2,3,4,4,4,4,4,4,4,4,4,4,4,0,,0,,0,
16-17_SP,MA242,5,5,5,4,5,5,5,5,,5,5,5,5,5,5,5,3,Visual learner and he works to everyones strengths,0,N/a,0,
16-17_SP,MA242,5,4,5,4,5,4,5,5,3,5,5,5,5,5,5,5,3,"I like the manner in which he presents the material. Also, he teaches us how to do every problem from easy all the way to the hardest problems imaginable, which helps deepen my understanding of the subject.",0,,0,
16-17_SP,MA242,5,4,3,2,3,4,4,5,3,4,4,4,4,4,4,4,3,"Professor Briggs does a fantastic job explaining concepts. He is capable of explaining this stuff to small children. He is super helpful and takes a lot of extra time before exams helping us prepare. He is willing to work with us through problems until we understand the concepts fully, and he is very patient in that process. He knows the material forward and backward. Whoever is in charge should give him a bigger office.",-1,Sometimes the webassign homework was overwhelming. It is understandable for the extra practice but it can be very time consuming when we would rather focus on the problems that will prepare us for the exams. Even if completing a portion of those problems would count as a homework grade would be more beneficial than the webassign homework.  Because Professor Briggs knows the material so well he can be hard to follow in a lecture because he can jump over a few steps. He is more than willing to pause and show us what happened in between we can just get caught up in writing notes so we dont ask.,2,Professor Briggs runs a rigorous but fair course. I would recommend him as an instructor for anyone taking this course.
16-17_SP,MA242,5,4,3,4,5,4,4,4,3,4,3,4,4,4,4,4,0,,0,,0,
16-17_SP,MA242,5,4,4,4,3,4,3,4,4,4,4,4,4,4,3,3,1,Thursday practices for doing lecture doc problems helped when needing to study materials for midterms.,-1,Show all steps in the math problems worked. Often times I am left scrambling not knowing how we jumped from step A to B when in any other class there would be steps A to H.,0,
16-17_SP,MA242,5,5,5,4,5,5,5,5,,5,5,5,5,5,5,5,2,Professor Briggs provides a variety of examples in each of the day's notes so when we need to look back through them for any reason we have a variety of examples that we can reference as a foundation to solve any related problems. He also provides a week in between each lesson for us to let what we learned sink in before he assigns us homework regarding the same learning material.,0,,0,
16-17_SP,MA242,5,4,2,2,3,5,5,5,2,5,5,5,5,5,5,5,0,,0,,0,
16-17_SP,MA242,5,3,3,2,3,2,2,3,2,4,4,4,4,4,5,3,3,Office hours are fantastic.,-1,"For whatever reason the lectures simply did not make things click for me. I think more ""you try"" style  could be extremely beneficial as it engages the students and forces them to apply what they learn as they learn. It also prevents the 2 or 3 students that already know calculus from setting the standard. I really felt that those 2 or 3 students messed it up for me because they could answer things so much faster and Dr. Briggs probably assumed the rest of the class was on par with their abilities.",0,I feel that the homework should be the lecture document problems.
16-17_SP,MA242,5,5,4,3,4,4,4,5,,4,4,5,5,5,4,5,3,I loved his dry humor and care-free approach to complicated math problems.,1,None!,2,Keep it up!
16-17_SP,MA242,5,5,4,3,4,5,4,5,,3,4,4,4,4,5,5,0,,0,,0,
16-17_SP,MA242,5,5,4,3,4,5,5,5,,5,5,5,5,5,5,5,3,"Dr. Briggs is an incredible teacher, he helps students understand concepts very well.  He also has multiple ways of explaining any concept, so if one explanation doesn't help, another one will be able to teach the concept.",0,,0,
16-17_SP,MA242,5,5,3,4,5,5,5,5,2,5,5,5,5,5,5,5,3,Really knows his stuff and is able to teach it very well.,0,Not much.,2,Much smart.
16-17_SP,MA242,5,2,4,3,3,4,2,4,2,4,3,4,4,4,4,2,2,"He seemed genuinely interested in the subject, and was excited about helping us learn it.",-1,"He seemed to only cover basics for a short amount of time, before moving on to the more advanced problems he seemed more interested in. It seemed like we did not cover the basic information for very long which made it hard to understand the more complicated aspects of the subject.",0,
16-17_SP,MA242,5,5,4,3,4,4,4,4,4,4,4,4,4,4,4,3,2,His availability and way in which he answered all questions was very helpful,-1,I would have benefited more if we learned more about how to recognize when we should use a certain technique for solving a problem.  More details on how to determine from looking at a problem which process should be taken.,0,
16-17_SP,MA242,5,4,4,4,5,4,5,5,3,4,4,5,4,5,5,5,0,,0,,0,
16-17_SP,MA242,5,4,5,3,4,5,4,5,3,5,5,5,5,5,5,5,3,"Dr. Briggs generously offers the students office hours. By ""generously"" I mean he continuously reminds the students the days he has office hours and invites students to return when students do attend.",-1,Dr. Briggs does have a habit of skipping steps in between calculations. This has sometimes led me to attend one of his office hours in order to understand what happened.,2,"Other than my concern, Dr. Briggs is overall a great professor that I highly recommend for skilled and advanced students due to the assumptions he makes."
16-17_SP,MA242,5,4,4,4,5,4,4,5,,5,4,4,5,4,4,4,3,He goes through his lessons in great detail. Offers plenty of time outside of class for help. Online homework and practice problems really helps.,0,He may take shortcuts in teaching to speed up lesson times that may be confusing. May go into too much detail.,0,
16-17_SP,MA242,5,4,2,3,4,5,5,5,5,5,5,5,5,5,4,5,3,"Unlike many instructors for calculus, all 4 class periods during the week were not dedicated to lectures, but rather the MWF classes were where new material was presented, and the Tuesday or Thursday extended period was used to practice and work though calculus problems. This helped me strengthen my ability to learn and retain the info in a very organized and structured way.  The overall organization was fantastic.",-2,"While waiting long periods after asking a question, or waiting for a question makes sense in making sure everyone is understanding the material, I found it very difficult to remain focused and to not drift off at these moments. The result was an unhelpful cycle of hurry up and wait for the notes.",1,"While WebAssign can be a very convenient tool for instructors and students in assigning and grading homework, I found it very easy and tempting at times to use either the ""practice another problem"" option and then just follow their solution with very little thought or work to get a solution, or to use some other computer based program or website.  A potential solution to this problem, would be that while you could still use the WebAssign functionality, also require to turn a hard copy of the work done for all applicable assignments.  This way, if all of the problems are correct, then the instructor could very quickly glance at the hand written notes to make sure all of the genuine and completed individually, but for the problems that were marked wrong the instructor could also fairly quickly find the work for that problem and give feedback or highlight where the students might have made some mistakes."
16-17_SP,MA242,5,3,5,2,3,5,5,5,2,5,5,5,5,5,5,5,0,,0,,0,
16-17_SP,MA242,5,4,3,3,4,5,5,5,,4,5,5,5,5,5,5,3,"Professor Briggs gives honestly the best notes out of any of my classes here at Embry-Riddle. In other classes, I come out of a class period with barely any notes but in his class, I have great structured notes and examples that help me a ton.",3,"Nothing really, he is an outstanding professor.",3,"I wish Dr. Briggs taught Calculus 3. I am very disappointed that he does not teach it. I had him for Calc 1 also and I wish he would continue because he is such an outstanding calculus teacher,"
16-17_SP,MA242,5,3,3,2,4,4,4,4,4,4,4,4,4,4,4,5,2,willingness to help,0,,2,hes a great teacher
16-17_SP,MA242,5,5,4,3,4,4,5,4,,4,5,4,4,4,5,5,3,"The many in-class examples were extremely helpful for firmly setting the day's lesson in my mind. The homework problems which had their own walked-through solutions helped outline techniques and special cases which we didn't have the time to go over during class. Dr. Briggs's occasional tangents are positives for his class, since it snaps a student's brain out of the ""write what you see"" zone and into curious attention, and takes no significant amount of time away from the lecture itself. Commentary about philosophy or pizza delivery made without warning during a Calculus lecture has a tendency to that. Dr. Briggs also gives 30 seconds between example for students to finish writing down the problem and ask questions that they only saw after review of their work. I personally like this very much, since Dr. Briggs can finish a complex example within a few minutes, while I may still be half done and working through the skipped steps.",0,,3,"I hope I can get another MA course with Dr. Briggs in the future, especially when I know more math!"
16-17_SP,MA242,5,5,3,3,5,5,5,5,,4,5,5,5,5,5,5,0,,0,,0,
16-17_SP,MA242,5,4,4,3,3,4,2,4,1,4,1,1,2,5,5,4,1,"Instructor could answer any questions regarding course material, he was always able to give relevant examples and derivations, and was sometimes able to provide context for calculus concepts.",-3,"Often his derivations and explanations were difficult to understand, he often skipped steps and responded to student questions in a sarcastic manner. What is obvious to him was not always obvious to students, and he does not seem to understand this.",-2,"The course was well organized, but tests were unnecessarily difficult. He says ""just do the practice problems I give you"", which would be an excellent strategy if these were not extremely challenging questions with around 80+ to study per exam."
16-17_SP,MA242,5,5,4,3,4,5,4,5,2,4,4,4,4,4,4,5,1,The overviews and examples are helpful in learning the materials.,-1,Do a few harder in-class problems that we will need to know to help do the lecture documents.,0,
16-17_SP,MA242,5,4,3,3,4,5,5,5,2,5,4,5,5,5,5,5,2,"clearly explained abstract and difficult to grasp concepts, was enthusiastic about the subject and teaching students",0,,0,
16-17_SP,MA242,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,3,"Flexibility, outstanding explanations of material, overall best course structure and best professor I have encountered so far.",0,,3,10/10 Would recommend
16-17_SP,MA242,5,4,4,3,4,5,5,5,,4,5,4,5,5,5,5,2,The lecture documents he provides are a great way to learn inside and out the classroom.,1,None,3,"The Man, the Myth, the Legend."
16-17_SP,MA242,5,4,4,4,4,5,5,5,4,5,5,5,5,5,5,5,2,"Very knowledgeable on the subject, able to create and solve problems on the fly. Also good at explaining the mechanics behind the solutions.",3,"As far as math teachers go, just about perfect.",2,"Runs the course well and in a way that helps one to understand the fairly complex subject material. Interested in his students, holds ""extra class sessions"" during office hours."
16-17_SP,MA242,5,5,3,3,4,5,5,5,4,5,5,5,5,5,5,5,0,,0,,0,
16-17_SP,MA242,5,5,5,3,5,5,5,5,3,5,5,5,4,5,5,5,0,,0,,0,
16-17_SP,MA242,5,4,4,3,3,5,3,4,3,5,5,5,5,5,5,5,2,Being funny keeps students engaged.,0,N/A,-1,You're a little fast which works for some but not all. It can be a little difficult to keep up.
16-17_SP,MA242,5,4,3,2,4,4,5,5,3,4,4,5,5,5,5,5,2,He always asks if there are any questions and he answers them very thoroughly.,0,,1,He's pretty funny.
16-17_SP,MA242,5,5,4,3,5,4,5,5,3,5,5,5,5,4,5,5,0,,0,,0,
16-17_SP,MA242,5,3,4,3,,4,4,5,1,4,4,4,4,4,5,4,0,,0,,0,
16-17_SP,MA242,5,5,5,4,5,5,5,5,,5,5,5,5,5,5,5,3,He kept us engaged at a minimal level so we were not bored in class and sometimes entertaining.  It helped that Dr. Briggs was always kind and willing to help all his students especially during his office hours.,0,"Nothing really needs improvement, I suggest perhaps some students might want a few more steps included in the example problems you show to the class.",2,Thank you professor for encouraging me to think without the use of a calculator and helping me understand a little bit more on my most favorite school subject.
16-17_SP,MA242,5,4,3,2,4,5,5,4,5,5,5,5,5,5,5,5,3,He is a very open person and has a character that makes him very approachable. All he wants to do is make sure you learn the subject and have fun doing it.,3,Nothing. He is outstanding.,3,This man is super motivated in his field and obviously inspires others in his class. I am actually upset that he doesn't teach Calc 3 yet.
16-17_SP,MA242,3,5,3,3,4,5,5,5,,4,4,4,5,5,5,4,3,Briggs overall teaching style made the course material in reach for any student who applies themselves to learning and understanding.,2,None!,3,Great professor! Wish he was teaching Calc. 3. I would take his class again in a heart beat.
16-17_SP,MA242,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,"Makes complex ideas simple, really funny, and enjoyable",2,"Nothing, He's a great teacher",3,WOULD RECOMMEND TO ANYONE
16-17_SP,MA242,5,5,5,3,4,5,4,5,3,4,5,5,5,5,5,5,3,His ability to incorporate bunnies into the lesson :) and his ability to explain material in more then one way.,0,,0,
16-17_SP,MA242,5,3,2,2,3,5,5,5,5,5,5,5,5,5,5,5,2,he was very willing to help me learn despite my disinterest in the subject,3,He's doing awesome,2,keep it up.
16-17_SP,MA242,5,3,3,3,3,3,3,2,,2,3,4,3,4,3,3,2,he knows what he is talking about,-1,in methods of explaining can tend to skip steps and sometimes cause for students to get lost,1,"Briggs is awesome, and a good professor. just different teaching style then works for me."
16-17_SP,MA242,5,2,3,2,3,4,4,4,,4,5,5,5,5,5,4,0,,0,,0,
16-17_SP,MA242,5,3,5,4,3,5,5,5,4,5,5,5,5,5,5,5,2,His office hours were great to understand things you missed. Also questions were challenging and rewarding if you figured them out,-1,Sometimes needs to work out problems all way instead of skipping the algebra,3,He is one of the best teachers on campus  and a great guy to talk he is always whiling to lend a hand to students. I feel like calculus with Briggs is probably my best decision
16-17_SP,MA242,5,3,3,3,4,4,5,5,2,5,5,5,5,5,5,5,0,,0,,0,
16-17_SP,MA242,5,3,3,2,3,5,4,5,4,4,3,4,5,5,4,4,3,-Understanding of the topic -Clear an concise speech -Makes self available outside of lecture -Down to earth and makes lectures interesting,0,N/A,0,N/A
16-17_SP,MA242,5,5,4,3,4,5,5,5,,4,4,5,5,5,5,5,3,His class is perfectly paced when it comes to sections and in class material. I learned a lot in his class and would take him in the future.,0,,0,
16-17_SP,MA242,5,5,4,4,5,4,4,5,3,4,5,5,5,5,4,5,1,Lecture documents when studying for exams,-1,I think it's a little unfair that other classes get easier exams then others.,0,
16-17_SP,MA242,5,4,4,3,4,5,5,5,,5,4,5,5,5,5,4,3,"This instructor had the ability to explain complicated concepts in a manner that would be easily understood. He tested us with hard questions, which I think help build our confidence in our math skills as well as the confidence in asking questions. He encouraged questions to be asked which made it a nice and comfortable learning environment.",-1,"A lot more visuals would be nice, such as the graphs on desmos.",3,"This instructor is really great, he's built my confidence in my math skills. I also enjoy his structure for his class, it's simple but challenging. It shows students they are more capable of what they think they can do."
16-17_SP,MA242,5,5,5,4,5,5,5,4,,,5,5,5,4,5,4,0,,0,,0,
16-17_SP,MA242,5,5,4,4,5,5,5,5,,5,5,5,5,5,5,5,3,"Literally everything about the class and the professor was fantastic, this was everything I could hope for in a math class.",0,I can see no areas that require significant performance improvement.,3,"Please continue teaching the way you do, everything was awesome."
16-17_SP,MA242,5,2,3,2,4,4,4,4,4,5,5,5,4,4,5,5,3,"He speaks in an accessible way, and is good at explaining something in a different way if you don't understand it the first time. Clearly passionate about calculus and wants to be able to share that passion with the students, which is important for such a challenging topic",0,,0,
16-17_SP,MA242,5,4,4,3,5,5,5,5,4,5,5,5,5,5,4,5,2,His knowledge and ability to explain things to students,3,None. He's awesome!,0,
16-17_SP,MA242,5,3,4,2,3,5,5,5,,5,5,5,5,5,5,5,3,Dr. Briggs posts all of his lecture documents online which make studying after a lesson incredibly easy. Everything is always accessible and that makes it impossible to fail this class. He also gets to know his students (even if they've never come in for office hours) and it makes you want to be a better student so that you don't disappoint a teacher who genuinely seems to want his students to learn.,-1,I really wish Dr. Briggs wouldn't give SO MANY PROBLEMS to study. I totally understand why he does it but it makes studying a huge and stressful burden. I feel like I would be better prepared for exams if he gave more exams covering less topics at a time or if he gave a focused study guide so that students wouldn't be blindly studying material that might not even be covered on the exam.,3,Dr. Briggs I've had you for two semesters and I've definitely slacked off this semester but you are always asking students to ask for clarification and you genuinely care about students. You are an EXCELLENT professor. Truly one of the best I've ever had. I was blown away that you even knew my name first semester but it made me want to try harder so that I wouldn't disappoint you. I will truly miss taking your calculus classes and I wish you the best.
16-17_SP,MA242,5,4,3,2,3,4,4,4,,4,4,5,4,4,4,4,1,Practice days,-1,Explaining new concept definitions.,2,"Random statements, humor, and stories make the class more enjoyable!"
16-17_SP,MA242,5,3,5,3,3,5,4,3,,3,4,4,4,5,5,4,3,I love how simply he works the problems. It helps you understand the basic patterns in solving the problems. Good attitude and sense of humor.,-1,More practice problems from the lecture docs. Or another way for those who can't make office hours to get help on problems.,0,"55A is a terrible classroom to learn math in. If you have any control over that, you should totally change rooms out of that building!"
16-17_SP,MA242,5,5,4,1,4,4,5,5,1,4,5,5,4,4,4,4,3,I like that he has practice problems in the class lecture notes. He is always available for office hours and is very helpful during those times.,0,I think it would be nice if Dr. Briggs did a short recap of what we learned the lesson before. He could take five minutes at the beginning of class to recall previous stuff and I think it would be very helpful for all the students.,2,He is a great teacher. He explains complex subjects in a comprehensive manner. I've heard that calc two is the hardest math class to understand but he made is easier.
16-17_SP,MA242,5,3,3,2,4,4,4,5,,4,4,4,4,4,5,4,0,,0,,0,
16-17_SP,MA242,5,5,4,4,5,5,5,5,,5,5,5,5,5,5,5,2,Extended group office hours before tests where all questions are answered and problems are solved really helped me with understanding the material.,0,,0,
16-17_SP,MA242,5,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,1,lecture docs,1,none,0,
16-17_SP,MA242,5,4,3,3,4,5,3,5,4,4,3,4,5,5,5,4,2,-Very knowledgeable in his subject. -Access to all exam questions possible before the tests.,-1,- There should be less words on the board and more numbers and formulas.,0,N/A
16-17_SP,MA242,5,5,4,3,4,4,4,4,,5,5,5,4,4,5,5,0,,0,,0,
16-17_SP,MA242,5,5,4,5,5,5,5,5,,5,5,5,5,5,5,5,3,"Doing practice days, being available to help, and always being willing to explain or clarify things.",1,Nothing,2,I feel like I learned a lot of stuff very thoroughly!
16-17_SP,MA242,5,5,4,4,4,4,4,4,4,4,,4,4,4,,4,0,,0,,0,
16-17_SP,MA242,5,5,4,1,3,5,5,5,3,5,5,5,5,5,5,,3,"He is most willing to answer questions, whether if it's stupid questions regarding basic algebra on the equations written on the board or just personal curiosities about math. I really, really appreciate his office hours, and how he books the large room next to his office before midterms. Those review sessions are incredibly helpful.",-1,"I wouldn't be making this recommendation if I didn't struggle with math: I feel like the test questions may be unnecessarily ornamented or ""layered"". In other words the questions requires multiple skills to unravel the equations, but if a mistake is made or one skill is forgotten than the entire question is lost. I guess he's just training us how to apply the skills to more general equations, but what I end up doing is basically memorizing all the steps he shows during the office hours. He is never condescending, but sometimes I think often he overestimates how easy or straightforward a problem is. I can't decide whether I like or hate the fact that he lists all the exam questions. I like it because I know what questions will pop up on the exam. I hate it because it takes days of intense studying to do everything and, essentially I end up memorizing the problems. I would say the exams are the primary source of stress here at school, and this class has been the most difficult I've ever taken (although I'm pretty sure things will get even harder).",3,"Really rad professor, would have taken him again for calc 3 if he offered it. I'm slightly more confident about my math skills now I can do math without a calculator."
16-17_SP,MA242,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,2,"At the beginning of the year he clearly said what was expected of us as students, and as long as you followed his guidelines and studied, then it is hard to fail.",0,,0,
16-17_SP,MA242,5,4,5,3,4,5,5,5,,5,5,5,5,5,5,5,0,,0,,0,
16-17_SP,MA242,5,5,4,3,4,5,5,5,,5,5,5,5,5,5,5,2,Dr. Briggs presented the information in an entertaining way that kept me engaged and helped increase my interest in learning the material.,0,,2,I really appreciated how consistent and fair he is. Each week went exactly as he said it would go and we knew what he was going to be going over as well as what the homework was going to be.
16-17_SP,MA242,5,4,5,3,4,5,5,5,3,5,5,5,5,5,5,5,2,"The practice day really helps out a lot, as does having the lecture docs up to study from.",0,,0,
16-17_SP,MA242,5,5,4,3,5,5,5,5,3,5,5,5,5,5,5,5,3,He is very easy to understand and can effectively communicate how he solves the problems in class.,0,I don't have any thoughts on that.,3,Awesome teacher.
16-17_SP,MA242,5,4,4,3,4,5,4,5,4,4,5,5,5,5,5,4,1,"The way the subject was taught, as well as the way tests were given and based.",1,None.,0,None.
16-17_SP,MA242,5,4,4,3,4,5,5,5,5,5,5,5,5,5,5,5,2,He would tell us what to study for and helped us understand the reason why we need to know this subject.,0,,0,
16-17_SP,MA242,5,4,2,5,5,4,4,4,1,5,5,5,5,5,5,5,0,,0,,0,
16-17_SP,MA242,5,5,4,3,4,4,4,4,,4,4,4,4,3,4,5,2,having the lecture docs were great to help me understand and learn. also have the office hours helped a lot.,-1,while explaining a problem the professor will skip a lot of tests.,0,
16-17_SP,MA242,5,5,5,5,5,5,5,4,3,5,5,5,5,5,5,5,2,He included many examples during lecture and was always willing to answer questions. He did not get distracted by irrelevant questions and recommended that those be asked in office hours.,0,,0,
16-17_SP,MA242,5,5,4,4,4,4,3,4,3,4,4,4,3,4,4,4,2,Having an non-pressured office hour where I can come in and not be forced to have a question unlike other professors.,-1,"Speak in a non-monotone manner. The tone is sometimes so monotone, it seems like he has a superiority complex. He has good intentions, but this is one aspect I did not like.",0,
16-17_SP,MA242,5,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,0,,0,,0,
16-17_SP,MA242,5,4,4,3,4,5,4,5,4,5,4,5,5,5,5,5,3,All levels of difficulty were covered in class and each topic was covered in a clear and organized way making ti very easy to follow along.,-1,"When doing examples, a slower process could be used in order to help student follow more closely.",0,
16-17_SP,MA242,5,3,3,3,3,5,4,4,,4,4,5,5,5,5,4,2,Knowledge and proficiency in the subject matter.,0,,0,
16-17_SP,MA242,5,5,4,4,5,5,5,5,4,5,5,5,5,5,5,5,2,The many examples during classes helped a lot also the practice days were also very helpful clearing up what I was confused on.,0,Kind of a cheat sheet for trig identities because the last time I used those was junior year high school and I don't remember all of them.,0,
16-17_SP,MA242,5,,4,4,4,4,4,5,,5,5,5,5,5,5,5,0,,0,,0,
16-17_SP,MA242,5,3,4,2,2,5,5,5,3,3,5,5,5,5,5,5,3,His enthusiasm for the material and his general concern for my education,-1,more engaging,0,n/a
16-17_SP,MA242,5,4,3,3,4,5,4,5,2,4,4,4,4,4,3,4,2,The tests coming directly from a pool of problems that we've already practiced is really helpful. It forces the student to learn the material and puts the opportunity for success right in the students hands.,-3,"He is incredibly monotone - I often find myself losing focus or falling asleep in class. Also, I generally leave office hours feeling more unprepared than I did when I went in and I think it's because he tends to over complicate or over simplify explanations. Homework is pointless - I use Wolfram Alpha for everything. If you want us to practice, make the lecture doc questions due or give us a smaller amount of homework on WebAssign.",0,
16-17_SP,MA242,5,4,3,4,4,5,4,5,5,5,5,5,5,5,5,5,2,"Going over example problems, showing senarios where it applies in calculus.",2,None. I think he is doing very good so far.,1,"While Briggs can be challenging, the material is actually learned."
16-17_SP,MA242,5,5,4,4,5,4,4,5,3,4,4,5,5,5,5,4,0,,0,,0,
16-17_SP,MA242,5,5,4,4,4,5,5,4,4,5,4,5,5,5,5,5,3,He is very organized and clear in his presentation of the material which is much appreciated.,0,,0,"His tests are significantly harder than the homework and normal classwork but with a lot of studying and reviewing problems, it is doable. Some people say they never use algebra or calculus in their everyday life but I nearly used arc length in a project (then I realized it was 3AM)."
16-17_SP,MA242,5,5,4,3,4,4,4,3,,3,3,4,5,4,4,3,0,,0,,0,
16-17_SP,MA242,5,5,4,2,5,5,5,5,5,5,5,5,5,5,5,,2,Putting up the lecture docs beforehand was very helpful. Also office hours helped me the most when it came to fully comprehending the material.,0,N/A,3,Best math professor I've ever had!!
16-17_SP,MA242,5,1,2,2,2,5,4,5,,5,5,4,3,5,5,4,2,The ability to give the students a chance to try problems and put the material they learned into practice seemed to have been helpful.,0,No improvement needed.,0,"I should have sought out more help in this class instead of letting it get worse, so I hope to reach out more in this subject next year."
16-17_SP,MA242,5,4,3,3,4,4,4,5,3,4,4,4,4,4,4,4,2,He is very helpful and constructive when questions are asked.,-1,Maybe release the correct answer to the lecture docs a night before so we know what we're supposed to get.,0,
16-17_SP,MA242,5,2,5,1,2,4,1,2,5,2,1,1,4,4,2,2,2,He knew the material he was teaching very well.,-3,"He was unenthusiastic about teaching and very dull. It didn't look like he enjoyed being in class, which made me as a student no enjoy the class.",0,"I felt unable to approach the teacher without feeling like a disappointment to him for not understanding the material, therefore this made me not want to seek help from him and rather from another source."
